127.0.0.1 - - [21/Jun/2026 12:30:50] "GET /api/messages?numOfRows=100&pageNo=1&returnType=json&crtDt=20260620 HTTP/1.1" 200 -
127.0.0.1 - - [21/Jun/2026 12:30:50] "GET /api/messages?numOfRows=100&pageNo=1&returnType=json&crtDt=20260621 HTTP/1.1" 200 -
127.0.0.1 - - [21/Jun/2026 12:30:50] "GET /api/messages?numOfRows=100&pageNo=1&returnType=json&crtDt=20260619 HTTP/1.1" 200 -
127.0.0.1 - - [21/Jun/2026 12:32:30] "GET /app.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Jun/2026 12:33:41] "GET /api/messages?numOfRows=100&pageNo=1&returnType=json&crtDt=20260620 HTTP/1.1" 200 -
127.0.0.1 - - [21/Jun/2026 12:33:53] "GET /app.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Jun/2026 12:34:35] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [21/Jun/2026 12:34:35] "GET /styles.css HTTP/1.1" 200 -
127.0.0.1 - - [21/Jun/2026 12:34:35] "GET /app.js HTTP/1.1" 200 -
127.0.0.1 - - [21/Jun/2026 12:34:35] "GET /api/messages?serviceKey=79TC865LX2RE904U&numOfRows=100&pageNo=1&returnType=json&crtDt=20260621 HTTP/1.1" 200 -
127.0.0.1 - - [21/Jun/2026 12:34:35] "GET /api/geocode?region=%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84%20%EC%A7%84%EC%A3%BC%EC%8B%9C HTTP/1.1" 200 -
127.0.0.1 - - [21/Jun/2026 12:34:35] "GET /api/geocode?region=%EA%B0%95%EC%9B%90%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EB%8F%84%20%EA%B3%A0%EC%84%B1%EA%B5%B0 HTTP/1.1" 200 -
127.0.0.1 - - [21/Jun/2026 12:34:35] "GET /api/geocode?region=%EA%B2%BD%EA%B8%B0%EB%8F%84%20%EC%96%91%EC%A3%BC%EC%8B%9C HTTP/1.1" 200 -
